originals	tokenized
amy~o	a my~ o
lE	l E
le	l e
biTe	b i T e
biCe	b i C e
bEkE	b E k E
bEke	b E k e
lawo	l a w o
bisani	b i s a n i
bisan	b i s a n
wa	w a
wa	w a
haga	h a g a
piSe	p i S e
bie	b i e
biyE	b i y E
biSan	b i S a n
bisan	b i s a n
bETE7	b E T E 7
and~a	a nd~ a
and~i	a nd~ i
wada7e	w a d a 7 e
wEde7e	w E d e 7 e
hak"	h a k"
hak	h a k
haka	h a k a
and~	a nd~
wo7o	w o 7 o
wo7o	w o 7 o
wa7a	w a 7 a
wi7a	w i 7 a
wu7a	w u 7 a
piSa	p i S a
piSa	p i S a
wo7o	w o 7 o
biyi	b i y i
warabbiyow	w a r a b b i y o w
biSan	b i S a n
ant~u	a nt~ u
bisani	b i s a n i
wa7a	w a 7 a
biTe	b i T e
biTE7	b i T E 7
biCe7	b i C e 7
lay	l a y
l3y	l 3 y
lay	l a y
wa	w a
mada	m a d a
wa	w a
biyo	b i y o
biyo	b i y o
and~e	a nd~ e
and~e	a nd~ e
beh3	b e h 3
behe	b e h e
and~e	a nd~ e
bisan	b i s a n
mada	m a d a
mou	m o u
mau	m a u
mw	m w
stf	s t f
mb~i	mb~ i
mbyo	m b y o
yowino	y o w i n o
nina	n i n a
mb~i	mb~ i
yona	y o n a
bona	b o n a
mb~i	mb~ i
mb~i	mb~ i
wace	w a c e
so7	s o 7
hac"e	h a c" e
hac"e	h a c" e
hace	h a c e
wasi	w a s i
hani	h a n i
aka	a k a
waze	w a z e
aC"o	a C" o
aCo	a C o
wace	w a c e
haca	h a c a
ai	a i
waci	w a c i
oC"o	o C" o
aC"o	a C" o
hai	h a i
hace	h a c e
hac	h a c
haNsi	h a N s i
so7	s o 7
hai	h a i
ai	a i
aca	a c a
ac"a	a c" a
yuro	y u r o
hata	h a t a
hatta	h a t t a
wace	w a c e
wace	w a c e
mu	m u
w3ha	w 3 h a
wuha	w u h a
w3ha	w 3 h a
moe	m o e
may	m a y
may	m a y
ma	m a
ma7	m a 7
maia	m a i a
maie	m a i e
maia	m a i a
ohuwwE	o h u w w E
mame	m a m e
zarzif	z a r z i f
ixE	i x E
mayya	m a y y a
ma7	m a 7
mX~ayy	mX~ a y y
mX~ayye	mX~ a y y e
ma	m a
may	m a y
EgE	E g E
may	m a y
may	m a y
may	m a y
ixa	i x a
mii	m i i
miy	m i y
heko	h e k o
mayim	m a y i m
maye	m a y e
Xm~oh	Xm~ o h
3xE	3 x E
may	m a y
miya	m i y a
ilma	i l m a
ilma	i l m a
Xamu	X a m u
moh	m o h
Xemuh	X e m u h
ohE	o h E
uha	u h a
3gE	3 g E
may	m a y
mayo	m a y o
men	m e n
mena	m e n a
ma	m a
ma	m a
miEno	m i E n o
alme	a l m e
moya	m o y a
mayy	m a y y
may	m a y
mi	m i
mih	m i h
igE	i g E
riho	r i h o
riho	r i h o
8nen	8 n e n
nel	n e l
mE7	m E 7
mx~oy	mx~ o y
mx~oye	mx~ o y e
mayye	m a y y e
maye	m a y e
may	m a y
may	m a y
may	m a y
may	m a y
may	m a y
mE	m E
maye	m a y e
me	m e
mo	m o
moyE	m o y E
mu	m u
maa7	m a a 7
mEi	m E i
nok"a	n o k" a
noqo	n o q o
n3xo	n 3 x o
ma7ay	m a 7 a y
ma7ay	m a 7 a y
ma7a	m a 7 a
ma7a	m a 7 a
ma7i	m a 7 i
ma7ay	m a 7 a y
ma7ai	m a 7 a i
ma7aya	m a 7 a y a
mpombe	m p o m b e
mazi	m a z i
am	a m
ruwa	r u w a
am3n	a m 3 n
yip	y i p
3ma	3 m a
3ma	3 m a
zawe	z a w e
Za	Z a
gw~a	gw~ a
c"uwaru	c" u w a r u
ham	h a m
Za	Z a
Za	Z a
ham	h a m
ama	a m a
ruwa	r u w a
ziye	z i y e
h3m3	h 3 m 3
hama	h a m a
amma	a m m a
ruwa	r u w a
haNg~3de	h a Ng~ 3 d e
ma	m a
ruwa	r u w a
ruwa	r u w a
ruwa	r u w a
ruwa	r u w a
molo	m o l o
ruwa	r u w a
3mu	3 m u
abi	a b i
ruwa	r u w a
amma	a m m a
am	a m
am	a m
ami	a m i
bi	b i
3m	3 m
3bi	3 b i
pam	p a m
ham	h a m
am	a m
am	a m
ham	h a m
am	a m
r3bxi	r 3 b x i
amb~ii	a mb~ i i
amb~ii	a mb~ i i
am	a m
am	a m
mal	m a l
male	m a l e
ma	m a
ham	h a m
ham	h a m
ham	h a m
ayin	a y i n
Za	Z a
ham	h a m
ibi	i b i
ham	h a m
am	a m
ham	h a m
c"uwara	c" u w a r a
ram	r a m
imbi	i m b i
ur	u r
neri	n e r i
th~i	th~ i
uy3	u y 3
uj3	u j 3
uy3	u y 3
wetenaS	w e t e n a S
watar	w a t a r
jur	j u r
Cur	C u r
udens	u d e n s
vanduo	v a n d u o
unds	u n d s
vundan	v u n d a n
dur	d u r
dour	d o u r
uSky~E	u S ky~ E
uSTE	u S T E
iSky~3	i S ky~ 3
uSty3	u S t y 3
uiske	u i s k e
wiske	w i s k e
akw~a	a kw~ a
dubro	d u b r o
dur	d u r
duvr	d u v r
vat3r	v a t 3 r
vos3r	v o s 3 r
vosser	v o s s e r
vat3r	v a t 3 r
basar	b a s a r
vEn7	v E n 7
vat3r	v a t 3 r
vata	v a t a
vota	v o t a
wat3r	w a t 3 r
vatn	v a t n
vEt3r	v E t 3 r
vEt3r	v E t 3 r
vaten	v a t e n
wato	w a t o
ahw~a	a hw~ a
vatn~	v a tn~
vatn	v a t n
vat3r	v a t 3 r
vas3r	v a s 3 r
ved3r	v e d 3 r
vat3r	v a t 3 r
vot3r	v o t 3 r
von	v o n
vatn	v a t n
van	v a n
wEter	w E t e r
vat3r	v a t 3 r
wazar	w a z a r
vat3r	v a t 3 r
watn	w a t n
vatar	v a t a r
voto	v o t o
watar	w a t a r
vaten	v a t e n
vosa	v o s a
wat3r	w a t 3 r
vas3r	v a s 3 r
vEt3r	v E t 3 r
vaza	v a z a
voza	v o z a
vEt3n	v E t 3 n
vaotEr3	v a o t E r 3
vaotr3	v a o t r 3
vas3r	v a s 3 r
vaser	v a s e r
vEt3r	v E t 3 r
hidor	h i d o r
nero	n e r o
pani	p a n i
bi	b i
pani	p a n i
wei	w e i
pani	p a n i
pani	p a n i
wei	w e i
pani	p a n i
pay	p a y
pani	p a n i
jol	j o l
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
bi	b i
vy~a	vy~ a
wa	w a
pani	p a n i
wei	w e i
pay	p a y
pani	p a n i
pani	p a n i
pani	p a n i
wei	w e i
pani	p a n i
ux	u x
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
panisi	p a n i s i
ao	a o
au	a u
pani	p a n i
wei	w e i
wei	w e i
pani	p a n i
pani	p a n i
poni	p o n i
pani	p a n i
o	o
pani	p a n i
ux	u x
au	a u
pani	p a n i
wei	w e i
wei	w e i
pani	p a n i
wei	w e i
wei	w e i
kh~aplo	kh~ a p l o
pay	p a y
ukh~	u kh~
payi	p a y i
paNi	p a N i
wei	w e i
wei	w e i
pani	p a n i
pani	p a n i
paN	p a N
paNi	p a N i
wei	w e i
vi	v i
wi	w i
pani	p a n i
wi	w i
wei	w e i
pani	p a n i
u	u
be	b e
wE7	w E 7
ab	a b
treS	t r e S
ux	u x
wei	w e i
wei	w e i
wi	w i
pani	p a n i
we	w e
wei	w e i
pani	p a n i
uk	u k
pani	p a n i
pani	p a n i
cal	c a l
pani	p a n i
paNing~	p a N i ng~
paNi	p a N i
pani	p a n i
payi	p a y i
pani	p a n i
pani	p a n i
pay	p a y
fen	f e n
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
wei	w e i
pani	p a n i
pani	p a n i
jal	j a l
pan3	p a n 3
pani	p a n i
ux	u x
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
wei	w e i
jala	j a l a
udaka	u d a k a
pani	p a n i
ux	u x
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
wei	w e i
bi	b i
jal	j a l
pani	p a n i
pani	p a n i
paNi	p a N i
wei	w e i
pani	p a n i
Tai	T a i
Tj~3l3m	Tj~ 3 l 3 m
paniy3m	p a n i y 3 m
wei	w e i
apu	a p u
i	i
vei	v e i
pani	p a n i
pani	p a n i
pani	p a n i
pani	p a n i
o	o
pani	p a n i
vai	v a i
vei	v e i
vei	v e i
pani	p a n i
pani	p a n i
vatura	v a t u r a
payi	p a y i
pani	p a n i
pani	p a n i
pani	p a n i
pay	p a y
pani	p a n i
pani	p a n i
wei	w e i
u	u
pani	p a n i
pani	p a n i
pani	p a n i
wi	w i
uxh~	u xh~
diy3r3CC3	d i y 3 r 3 C C 3
pai	p a i
pani	p a n i
pani	p a n i
pani	p a n i
nir	n i r
ukh~	u kh~
afS	a f S
ap	a p
ub3	u b 3
oba	o b a
ab	a b
af	a f
ap	a p
eb3	e b 3
ub3	u b 3
ub3	u b 3
yuph~kh~	y u ph~ kh~
ob3	o b 3
yuph~kh~	y u ph~ kh~
ub3	u b 3
ub3	u b 3
ub3	u b 3
Ew	E w
ab	a b
awi	a w i
ub3	u b 3
yuph~kh~	y u ph~ kh~
ub3	u b 3
ob3	o b 3
Xov	X o v
ub3	u b 3
ob3	o b 3
u*w3	u* w 3
ow	o w
av	a v
ub3	u b 3
Ew	E w
ob3	o b 3
obah	o b a h
ub3	u b 3
ub3	u b 3
eb3h	e b 3 h
3b3	3 b 3
oba	o b a
yoxo	y o x o
ov	o v
ob3	o b 3
ub3	u b 3
ob3	o b 3
w3kh~	w 3 kh~
don	d o n
don	d o n
ob3	o b 3
w3b3	w 3 b 3
3b	3 b
ob3	o b 3
ub3	u b 3
ub3	u b 3
wob3	w o b 3
vo	v o
Ew	E w
u	u
yuph~kh~	y u ph~ kh~
ub3	u b 3
xEc	x E c
ow	o w
ub3	u b 3
ob	o b
ob3	o b 3
ob3	o b 3
awE	a w E
yeb3	y e b 3
ob3	o b 3
op	o p
yupkh~	y u p kh~
y3xo	y 3 x o
oba	o b a
uodr	u o d r
ap	a p
akwa	a k w a
ab	a b
udor	u d o r
wep	w e p
wonda	w o n d a
akw~a	a kw~ a
Xep	X e p
augw~a	a u gw~ a
Ewa	E w a
Egw~a	E gw~ a
agua	a g u a
aigo	a i g o
aixw~3	a i xw~ 3
aixw~3	a i xw~ 3
akwa	a k w a
o	o
agE	a g E
auga	a u g a
aigo	a i g o
akwa	a k w a
agua	a g u a
aygo	a y g o
akw~a	a kw~ a
aka	a k a
aixuo	a i x u o
aixo	a i x o
Egw~a	E gw~ a
ap3	a p 3
ap3	a p 3
aba	a b a
akw~a	a kw~ a
agw~a	a gw~ a
aixw~a	a i xw~ a
apa	a p a
vada	v a d a
voda	v o d a
voda	v o d a
voda	v o d a
voda	v o d a
woda	w o d a
voda	v o d a
woda	w o d a
voda	v o d a
wada	w a d a
voda	v o d a
voda	v o d a
voda	v o d a
voda	v o d a
voda	v o d a
voda	v o d a
vodo	v o d o
voda	v o d a
war	w a r
w3r	w 3 r
w3r	w 3 r
vesi	v e s i
vesi	v e s i
vesi	v e s i
vezi	v e z i
vesi	v e s i
veic	v e i c
vezi	v e z i
bi8	b i 8
b3t	b 3 t
bit	b i t
vedy~	v e dy~
ved	v e d
va	v a
va	v a
vu	v u
CEci	C E c i
Cacy~	C a cy~
Cadzy~	C a d zy~
Cy~aCy~e	Cy~ a Cy~ e
Caci	C a c i
CEc	C E c
Cy~aeci3	Cy~ a e c i 3
bu	b u
bu	b u
i7	i 7
wi	w i
wit	w i t
it	i t
viz	v i z
viz	v i z
yiNk	y i N k
wy~it	wy~ i t
vetE	v e t E
wete	w e t e
uXon	u X o n
uha*	u h a*
os	o s
was	w a s
usn	u s n
usu	u s u
usun	u s u n
us	u s
fucu	f u c u
usu	u s u
os	o s
muk3	m u k 3
mug3	m u g 3
mu	m u
mu	m u
mo	m o
mu	m u
mu	m u
muk3	m u k 3
muk3	m u k 3
muk3	m u k 3
mukE	m u k E
muk3	m u k 3
muke	m u k e
mu3	m u 3
muk3	m u k 3
mu	m u
mu	m u
mu	m u
mu	m u
muku	m u k u
mu	m u
uli	u l i
mo	m o
mo	m o
muku	m u k u
su	s u
su	s u
su	s u
hu	h u
huw	h u w
suw	s u w
su	s u
Suv	S u v
suw	s u w
suv	s u v
su	s u
su	s u
u	u
su	s u
su	s u
su	s u
su	s u
su	s u
su	s u
su	s u
sub	s u b
suw	s u w
su	s u
suw	s u w
su	s u
suX	s u X
suw	s u w
suv	s u v
su	s u
su	s u
su	s u
su	s u
su	s u
suw	s u w
suv	s u v
su	s u
su	s u
su	s u
sow	s o w
sou	s o u
su	s u
su	s u
su	s u
su	s u
sug	s u g
su	s u
su	s u
su	s u
su	s u
sux	s u x
su	s u
su	s u
suv	s u v
suw	s u w
Caylamak	C a y l a m a k
sux	s u x
su	s u
suv	s u v
su	s u
oZi	o Z i
oZ	o Z
lawye	l a w y e
saX	s a X
Th~aX	Th~ a X
Th~aX	Th~ a X
Th~aX	Th~ a X
TaX	T a X
Th~aX	Th~ a X
kul	k u l
ul	u l
ul	u l
ul	u l
ul7	u l 7
ur	u r
ul	u l
kuL	k u L
dok	d o k
ul	u l
ur	u r
mim3l	m i m 3 l
mim3L	m i m 3 L
mim3l	m i m 3 l
i7	i 7
i7	i 7
mim3l	m i m 3 l
im3l	i m 3 l
waka	w a k a
waka	w a k a
waka	w a k a
waka	w a k a
waka	w a k a
wahka	w a h k a
waka	w a k a
waka	w a k a
waka	w a k a
waka	w a k a
waka	w a k a
wahka	w a h k a
waka	w a k a
wahka	w a h k a
waka	w a k a
waka	w a k a
wahka	w a h k a
waka	w a k a
waka	w a k a
waka	w a k a
hdaka	h d a k a
pE	p E
mizu	m i z u
mizu	m i z u
mizu	m i z u
midu	m i d u
mic3	m i c 3
mizi	m i z i
m3z3	m 3 z 3
miZi	m i Z i
miz3	m i z 3
mizu	m i z u
micu	m i c u
miN	m i N
mizi	m i z i
miji	m i j i
mul	m u l
c3	c 3
c3	c 3
ps3	p s 3
ps3	p s 3
bz3	b z 3
LEni	L E n i
LEn	L E n
Lin	L i n
Lim	L i m
Lin	L i n
Lim	L i m
Lin	L i n
Lin	L i n
Lim	L i m
sim	s i m
Leni	L e n i
xim	x i m
LE*	L E*
Li	L i
Li	L i
LEni	L E n i
LEn	L E n
Li	L i
LEni	L E n i
LE	L E
L3*	L 3*
Lo*	L o*
Le*yi	L e* y i
Lo	L o
Li	L i
Leni	L e n i
Li	L i
Leni	L e n i
LE*	L E*
Lim	L i m
Li	L i
Sin	S i n
hin	h i n
Sin	S i n
Sin	S i n
Sin	S i n
Sin	S i n
hin	h i n
Sin	S i n
xEd	x E d
SEr	S E r
Lan	L a n
Lan	L a n
x3d	x 3 d
xu	x u
xEd	x E d
yad	y a d
yad	y a d
yad	y a d
Sar	S a r
LEn	L E n
xEd	x E d
SEd	S E d
Sid	S i d
Xy~an	Xy~ a n
XE	X E
Xi	X i
Xi	X i
Xi	X i
Xiy	X i y
Xi	X i
c"q"ali	c" q" a l i
c"q"ari	c" q" a r i
c"q"ai	c" q" a i
c"q"ari	c" q" a r i
cqa	c q a
si	s i
sim	s i m
lic	l i c
cel	c e l
Cil	C i l
Ch~ol	Ch~ o l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
Ch~il	Ch~ i l
joppo	j o p p o
jappo	j a p p o
cappo	c a p p o
copo	c o p o
e	e
zul	z u l
ir	i r
nir	n i r
dir	d i r
am	a m
am	a m
am	a m
er	e r
er	e r
yer	y e r
eru	e r u
er	e r
sidru	s i d r u
er	e r
ir	i r
yar	y a r
ar	a r
er	e r
ez	e z
er	e r
eru	e r u
yer	y e r
er	e r
nillu	n i l l u
niru	n i r u
niLu	n i L u
er	e r
jala	j a l a
taniru	t a n i r u
nir3	n i r 3
dani	d a n i
niru	n i r u
niru	n i r u
gangi	g a n g i
niru	n i r u
veLam	v e L a m
niru	n i r u
tannir	t a n n i r
nir	n i r
nir3	n i r 3
koN	k o N
ko	k o
ku	k u
Si	S i
koN	k o N
kou	k o u
Si	S i
Si	S i
Si	S i
ko*	k o*
ko*u	k o* u
koN	k o N
ko*	k o*
Si	S i
ko*	k o*
ko	k o
si	s i
koN	k o N
ko	k o
Si	S i
ko	k o
koN	k o N
Si	S i
ko	k o
Si	S i
ko	k o
ne	n e
Su	S u
kou	k o u
Ch~onj~a	Ch~ o nj~ a
Ch~onj~a	Ch~ o nj~ a
Ch~onj~a	Ch~ o nj~ a
pwaku	p w a k u
ti*	t i*
wa	w a
kwi	k w i
ti7	t i 7
cuwa	c u w a
ch~u	ch~ u
ti	t i
ci	c i
lokh~u	l o kh~ u
ka k3	k a   k 3
ki	k i
kaNki	k a N k i
Cahwa	C a h w a
Ch~u	Ch~ u
Ch~u	Ch~ u
kyuq	k y u q
ky~u	ky~ u
kaku	k a k u
kak	k a k
Ch~u	Ch~ u
tr~yu	tr~ y u
ch~u	ch~ u
ku	k u
rih	r i h
rih	r i h
ch~u	ch~ u
ch~u	ch~ u
ti	t i
kawa	k a w a
Ch~u	Ch~ u
Ch~u	Ch~ u
Cwa7	C w a 7
Cwat	C w a t
yowa	y o w a
Ch~u	Ch~ u
di	d i
di	d i
ky~u	ky~ u
Ch~3	Ch~ 3
kyu	k y u
Cowat	C o w a t
wa	w a
ka a wa	k a   a   w a
Ch~u	Ch~ u
bo	b o
Ch~u	Ch~ u
ti	t i
ti	t i
ci	c i
Ch~3	Ch~ 3
ch~u	ch~ u
wa	w a
kanwa	k a n w a
ch~u	ch~ u
ch~u	ch~ u
ch~u	ch~ u
bakku	b a k k u
pani	p a n i
jal	j a l
baku	b a k u
bak	b a k
rih	r i h
ki	k i
ky~u	ky~ u
padku	p a d k u
ku	k u
Ch~u	Ch~ u
Cih~u	C ih~ u
tCh~u	t Ch~ u
ri	r i
kaku	k a k u
Ch~u	Ch~ u
maNcwa	m a N c w a
d3i	d 3 i
t3y	t 3 y
dei	d e i
ji	j i
di	d i
ci	c i
twi	t w i
d3i	d 3 i
d3i	d 3 i
cika	c i k a
ti	t i
cika	c i k a
ti	t i
ity~u	i ty~ u
laN	l a N
vch~v7	v ch~ v 7
riy	r i y
vchv$	v chv$
yi	y i
uCu	u C u
yiCh~v	y i Ch~ v
uCu	u C u
Ch~i	Ch~ i
e Ch~o	e   Ch~ o
eCh~o	e Ch~ o
wo Co	w o   C o
Co	C o
ZiCa	Z i C a
ika7	i k a 7
ika	i k a
x3	x 3
ge	g e
ky~ei	ky~ e i
ejE	e j E
yijE	y i j E
boyi	b o y i
xit	x i t
vChv$	v Chv$
ch~o7	ch~ o 7
x3	x 3
ZZ~	ZZ~
rigra	r i g r a
xi	x i
la*	l a*
r3y	r 3 y
xri	x r i
z	z
vChv$	v Chv$
ti	t i
y3	y 3
ye	y e
iCh~o	i Ch~ o
cui	c u i
seui	s e u i
cui	c u i
cui	c u i
zui	z u i
cui	c u i
dui	d u i
tui	t u i
Sui	S u i
Sw~Ei	Sw~ E i
Soei	S o e i
Sui	S u i
Sw~ey	Sw~ e y
Sw~ei	Sw~ e i
hl~uy7~	hl~ u y7~
cui	c u i
sw~3	sw~ 3
Sii	S i i
Si	S i
vu	v u
vu	v u
ma Cy~i	m a   Cy~ i
maTei	m a T e i
kh~a7	kh~ a 7
ncin	n c i n
kh~an7~	kh~ a n7~
nc~in	nc~ i n
Ch~i	Ch~ i
Ci	C i
Shi	S h i
th~i	th~ i
th~i	th~ i
th~i	th~ i
th~i	th~ i
Sh3	S h 3
th~a	th~ a
8o	8 o
th~ie	th~ i e
Sh3	S h 3
th~ih	th~ i h
kh~u	kh~ u
si	s i
kh~au	kh~ a u
kh~ow	kh~ o w
c3	c 3
ti	t i
tui	t u i
tu3	t u 3
ti	t i
tuy	t u y
tui	t u i
duy	d u y
lang	l a n g
ejih	e j i h
tuy	t u y
tui	t u i
ti	t i
tui	t u i
isiN	i s i N
yeN	y e N
c3	c 3
z3	z 3
taduih	t a d u i h
oCh~3	o Ch~ 3
oc3	o c 3
adu	a d u
yui	y u i
dui	d u i
aZu	a Z u
c3	c 3
tuy	t u y
ki	k i
zi	z i
ci	c i
az3	a z 3
tara	t a r a
dui	d u i
ke	k e
hedui	h e d u i
uN	u N
tui	t u i
dy~i	dy~ i
ji	j i
tei	t e i
yiaN	y i a N
tei	t e i
Zo	Z o
yiaN	y i a N
yuN	y u N
ti	t i
To	T o
yuN	y u N
t3y	t 3 y
yuN	y u N
ti	t i
ttei	t t e i
Ch~aNa	Ch~ a N a
a ni	a   n i
a 5i	a   5 i
th~i	th~ i
Cu	C u
c3	c 3
cu	c u
cuE	c u E
cue	c u e
c3	c 3
cue	c u e
t3	t 3
Ci	C i
t3Ci	t 3 C i
tw~iy	tw~ i y
jud	j u d
ti	t i
t3y	t 3 y
ti	t i
tiy	t i y
tw3y	t w 3 y
isi	i s i
yasi	y a s i
asi	a s i
uSi	u S i
iSi	i S i
hi	h i
h33	h 3 3
ati	a t i
aci	a c i
asi	a s i
iSi	i S i
isi	i s i
ish~	i sh~
asi	a s i
eSi	e S i
isi	i s i
si	s i
ch~o	ch~ o
kh~o	kh~ o
kh~o	kh~ o
kua	k u a
an	a n
w3m	w 3 m
oN	o N
wom	w o m
aN	a N
m	m
wam	w a m
3n	3 n
aN	a N
oN	o N
vam	v a m
vam	v a m
de	d e
tle	t l e
N	N
aN	a N
u	u
u	u
oN	o N
aN	a N
waN	w a N
ouN	o u N
ou	o u
o*	o*
de	d e
au	a u
oN	o N
u3m	u 3 m
vam	v a m
kl~e	kl~ e
oN	o N
gl~e	gl~ e
oN	o N
au	a u
3n	3 n
kl~e	kl~ e
vom	v o m
tl~e	tl~ e
u	u
3	3
wam	w a m
N	N
au	a u
nom	n o m
nam	n a m
nom	n o m
nam	n a m
nam	n a m
cn3m7	c n 3 m 7
oN	o N
oN	o N
m*	m*
nam	n a m
oN	o N
m	m
au	a u
3u	3 u
N	N
num	n u m
N	N
i	i
uN	u N
num	n u m
oN	o N
uN	u N
aN7~	a N7~
eN	e N
oN	o N
uN	u N
uN	u N
oN	o N
uN	u N
u3	u 3
nam	n a m
nam	n a m
nam	n a m
lam	l a m
lam	l a m
ram	r a m
n3m	n 3 m
nam	n a m
nam	n a m
nam	n a m
ram	r a m
xam	x a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
xam	x a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
yam	y a m
nam	n a m
nam	n a m
nam7~	n a m7~
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
n3m	n 3 m
sui	s u i
nE	n E
nam	n a m
nam	n a m
lam	l a m
nam	n a m
nom	n o m
n3m	n 3 m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
lam	l a m
namti	n a m t i
nam	n a m
num	n u m
naam	n a a m
Tnam	T n a m
num	n u m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nEm	n E m
nam	n a m
hyam	h y a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
lam	l a m
nam	n a m
ram	r a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
ram	r a m
rEm	r E m
nam	n a m
nam	n a m
Th~on	Th~ o n
nam	n a m
n3m	n 3 m
zam	z a m
nam	n a m
nam	n a m
nam	n a m
ram	r a m
nan	n a n
xam	x a m
xam	x a m
nam	n a m
nam	n a m
ram	r a m
ram	r a m
nam	n a m
nam	n a m
nam	n a m
nam	n a m
xam	x a m
nam	n a m
nam	n a m
tom	t o m
tom	t o m
tom	t o m
tom	t o m
o*N	o* N
b3tew	b 3 t e w
b3tEw	b 3 t E w
oN	o N
dow	d o w
tom	t o m
oN	o N
tew	t e w
tew	t e w
dow	d o w
dak	d a k
o*N	o* N
ok	o k
dak	d a k
batew	b a t e w
dak	d a k
d"ak	d" a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
da7	d a 7
da7	d a 7
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
da7	d a 7
da7	d a 7
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
dak	d a k
tea	t e a
da	d a
dak	d a k
dak	d a k
ti3k	t i 3 k
dea7	d e a 7
do7	d o 7
dy7	d y 7
d"3k	d" 3 k
dok	d o k
d"ok	d" o k
dia7	d i a 7
dia7	d i a 7
dia7	d i a 7
do7	d o 7
di3	d i 3
da7	d a 7
d"3kh~	d" 3 kh~
om	o m
um	u m
um	u m
um	u m
am	a m
d3k	d 3 k
tuk	t u k
t37	t 3 7
d"ak	d" a k
om	o m
dak	d a k
daik	d a i k
daT	d a T
dak	d a k
dak	d a k
mak	m a k
dak	d a k
riak	r i a k
da	d a
nd~a	nd~ a
nde	n d e
tak	t a k
tak	t a k
tak	t a k
th~ak	th~ a k
tiek	t i e k
toak	t o a k
t33k	t 3 3 k
teak	t e a k
tak	t a k
t3k	t 3 k
da7	d a 7
da7	d a 7
nd~iya	nd~ i y a
da	d a
da7	d a 7
dag	d a g
d7a	d 7 a
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
da7	d a 7
dak"	d a k"
da	d a
da7	d a 7
da7a	d a 7 a
d7a	d 7 a
rom	r o m
ra7am	r a 7 a m
rom	r o m
om	o m
om	o m
ro*m	r o* m
un	u n
un	u n
Xom	X o m
om	o m
um	u m
rom	r o m
om	o m
om	o m
om	o m
hot	h o t
hot	h o t
3m	3 m
r37aom	r 3 7 a o m
ph~uay	ph~ u a y
gom	g o m
ro7om	r o 7 o m
rom	r o m
w3k	w 3 k
m	m
om	o m
om	o m
om	o m
Em	E m
om	o m
rom	r o m
rom	r o m
rom	r o m
Xom	X o m
om	o m
xum	x u m
ar7~om	a r7~ o m
ara7om	a r a 7 o m
dak	d a k
tak	t a k
dak	d a k
da7	d a 7
dak	d a k
dak	d a k
nuok	n u o k
nuoT	n u o T
nuoT	n u o T
puoi	p u o i
ino	i n o
ano	a n o
ino	i n o
ine	i n e
enok	e n o k
enok	e n o k
ina	i n a
bea	b e a
rata	r a t a
iN	i N
iN	i N
iNe	i N e
nz~alom	nz~ a l o m
qw~ahar	qw~ a h a r
kuSiya7	k u S i y a 7
danom	d a n o m
wuse7	w u s e 7
siya	s i y a
danum	d a n u m
qusiya7	q u s i y a 7
qsiya	q s i y a
qusiya7	q u s i y a 7
sia7	s i a 7
kasia	k a s i a
qsy~a7	q sy~ a 7
qsia7	q s i a 7
usiak	u s i a k
danum	d a n u m
danum	d a n u m
qsiya	q s i y a
qsiya	q s i y a
wai	w a i
daLum	d a L u m
waSiX	w a S i X
way3x	w a y 3 x
wahix	w a h i x
danum	d a n u m
danum	d a n u m
danum	d a n u m
waiX	w a i X
danum	d a n u m
wahiX	w a h i X
danum	d a n u m
wahir	w a h i r
wahir	w a h i r
danum	d a n u m
tubig	t u b i g
yeh	y e h
aiq	a i q
ai jerninN	a i   j e r n i n N
ranu	r a n u
ranu7	r a n u 7
ranu7	r a n u 7
ranu7	r a n u 7
danum	d a n u m
danum	d a n u m
danum	d a n u m
danum	d a n u m
ranum	r a n u m
ranum	r a n u m
ranum	r a n u m
